ID_Faktur ,tgl_trx, Kode_Barang , ID_Apotek ,PelangganID,Kasir_ID,SupplierID,JumlahTerjual,Harga_Satuan,Diskon,TotalPenjualan,Keuntungan,MetodePembayaran,ChannelTransaksi
FKT00598,22/10/2026,PRD068,APT065,PLG097,KRY083,SUP067,4,31000,0.0,124000,24000,E-Wallet,Apotek Ritel Internal
FKT00599,2026-08-12,PRD027,APT011,PLG023,KRY015,SUP034,1,30000,600.0,29400,3400,QRIS,Apotek Ritel Internal
FKT00600,2026-03-01,PRD012,APT030,PLG098,KRY013,SUP054,2,15000,0.0,30000,6000,Kredit,Apotek Ritel Internal
FKT00601,05/08/2026,PRD043,APT069,PLG033,KRY003,SUP077,1,54500,0.0,54500,8000,Kredit,Apotek Ritel Internal
FKT00602,27/06/2026,PRD026,APT069,PLG038,KRY100,SUP073,1,67000,3400.0,63600,10600,Tunai,Apotek Ritel Internal
FKT00603,03/11/2026,PRD057,APT070,PLG071,KRY058,SUP067,3,42500,0.0,127500,33000,Kredit,Apotek Ritel Internal
FKT00604,2026-01-31,PRD039,APT084,PLG054,KRY025,SUP069,4,46500,18600.0,167400,17400,QRIS,Apotek Ritel Internal
FKT00605,2026-09-07,PRD034,APT083,PLG041,KRY068,SUP049,2,99500,0.0,199000,46000,Kredit,Apotek Ritel Internal
FKT00606,2026-06-28,PRD046,APT052,PLG073,KRY098,SUP085,3,40000,6000.0,114000,12000,E-Wallet,Apotek Ritel Internal
FKT00607,25/06/2026,PRD091,APT088,PLG014,KRY109,SUP022,8,18500,0.0,148000,24000,QRIS,Apotek Ritel Internal
FKT00608,2026-11-10,PRD107,APT020,PLG051,KRY095,SUP059,3,80000,,228000,13500,E-Wallet,Apotek Ritel Internal
FKT00609,2026-02-22,PRD120,APT014,PLG110,KRY059,SUP033,6,24000,0.0,144000,27000,Kredit,Apotek Ritel Internal
FKT00610,02/04/2026,PRD011,APT051,PLG087,KRY053,SUP026,8,50000,20000.0,380000,40000,QRIS,Apotek Ritel Internal
FKT00611,2026-11-16,PRD034,APT060,PLG045,KRY084,SUP049,4,100500,60300.0,341700,35700,Tunai,Apotek Ritel Internal
FKT00612,2026-08-26,PRD074,APT026,PLG114,KRY048,SUP007,1,80000,0.0,80000,20500,Kredit,Apotek Ritel Internal
FKT00613,25/11/2026,PRD058,APT002,PLG147,KRY109,SUP073,1,69000,0.0,69000,11500,E-Wallet,Apotek Ritel Internal
FKT00614,2026-04-03,PRD120,APT072,PLG077,KRY041,SUP033,1,24000,1200.0,22800,3300,E-Wallet,Apotek Ritel Internal
FKT00615,05-04-2026,PRD079,APT037,PLG138,KRY021,SUP077,1,60500,0.0,60500,8500,Tunai,Apotek Ritel Internal
FKT00616,17-04-2026,PRD107,APT018,PLG047,KRY017,SUP059,3,80000,0.0,240000,25500,QRIS,Apotek Ritel Internal
FKT00617,03-05-2026,PRD064,APT087,PLG009,KRY077,SUP040,10,33000,0.0,330000,90000,E-Wallet,Apotek Ritel Internal
FKT00618,29-03-2026,PRD113,APT001,PLG077,KRY072,SUP063,8,21500,17200.0,154800,30800,Debit,Apotek Ritel Internal
FKT00619,04/12/2026,PRD014,APT049,PLG081,KRY067,SUP023,6,65500,7900.0,385100,43100,E-Wallet,Apotek Ritel Internal
FKT00620,2026-04-18,PRD075,APT004,PLG010,KRY071,SUP063,1,76500,11500.0,65000,6000,E-Wallet,Apotek Ritel Internal
FKT00621,2026-06-09,PRD012,APT063,PLG020,KRY084,SUP054,1,15500,1600.0,13900,1900,Kredit,Apotek Ritel Internal
FKT00622,22-06-2026,PRD048,APT071,PLG138,KRY026,SUP033,1,45000,0.0,45000,7500,QRIS,Apotek Ritel Internal
FKT00623,10-07-2026,PRD073,APT051,PLG042,KRY053,SUP007,5,74500,55900.0,316600,6600,Kredit,Apotek Ritel Internal
FKT00624,08/12/2026,PRD006,APT013,PLG029,KRY061,SUP025,1,85500,0.0,85500,12000,Debit,Apotek Ritel Internal
FKT00625,09-05-2026,PRD001,APT036,PLG057,KRY093,SUP034,8,31500,0.0,252000,48000,Debit,Apotek Ritel Internal
FKT00626,2026-10-29,PRD056,APT052,PLG147,KRY098,SUP011,3,89000,0.0,267000,42000,Tunai,Apotek Ritel Internal
FKT00627,29/03/2026,PRD087,APT018,PLG137,KRY116,SUP061,2,25000,0.0,50000,5000,E-Wallet,Apotek Ritel Internal
FKT00628,21-03-2026,PRD014,APT057,PLG069,KRY007,SUP023,6,66500,59800.0,339200,0,QRIS,Apotek Ritel Internal
FKT00629,14/12/2026,PRD080,APT018,PLG091,KRY116,SUP054,2,51500,15400.0,87600,11600,E-Wallet,Apotek Ritel Internal
FKT00630,28/04/2026,PRD099,APT095,PLG105,KRY091,SUP002,5,64000,0.0,320000,52500,QRIS,Apotek Ritel Internal
FKT00631,03/04/2026,PRD085,APT055,PLG127,KRY107,SUP005,8,26500,4200.0,207800,31800,QRIS,Apotek Ritel Internal
FKT00632,2026-09-03,PRD077,APT069,PLG137,KRY003,SUP083,2,70000,0.0,140000,16000,Tunai,Apotek Ritel Internal
FKT00633,06/08/2026,PRD087,APT024,PLG136,KRY081,SUP061,3,25000,1500.0,73500,6000,E-Wallet,Apotek Ritel Internal
FKT00634,27-06-2026,PRD012,APT034,PLG014,KRY055,SUP054,2,14500,0.0,29000,5000,Tunai,Apotek Ritel Internal
FKT00635,23/06/2026,PRD029,APT054,PLG031,KRY079,SUP096,1,70500,0.0,70500,7500,Tunai,Apotek Ritel Internal
FKT00636,2026-11-20,PRD026,APT029,PLG132,KRY106,SUP073,6,66000,39600.0,356400,38400,Kredit,Apotek Ritel Internal
FKT00637,30-01-2026,PRD070,APT032,PLG091,KRY037,SUP021,1,22500,,22500,6500,Debit,Apotek Ritel Internal
FKT00638,07/11/2026,PRD007,APT051,PLG040,KRY053,SUP073,1,31000,0.0,31000,6000,Debit,Apotek Ritel Internal
FKT00639,2026-04-26,PRD044,APT035,PLG047,KRY101,SUP093,1,15500,300.0,15200,1700,Kredit,Apotek Ritel Internal
FKT00640,2026-11-01,PRD042,APT088,PLG051,KRY015,SUP042,1,7500,0.0,7500,1000,Kredit,Apotek Ritel Internal
FKT00641,2026-06-19,PRD017,APT019,PLG123,KRY086,SUP097,10,71000,0.0,710000,105000,E-Wallet,Apotek Ritel Internal
FKT00642,2026-09-11,PRD082,APT032,PLG103,KRY096,SUP062,1,74500,3700.0,70800,10800,QRIS,Apotek Ritel Internal
FKT00643,21/03/2026,PRD002,APT070,PLG014,KRY058,SUP078,2,52000,5200.0,98800,12800,Kredit,Apotek Ritel Internal
FKT00644,2026-09-03,PRD055,APT078,PLG064,KRY004,SUP010,4,65000,0.0,260000,44000,Tunai,Apotek Ritel Internal
FKT00645,15/05/2026,PRD029,APT083,PLG051,KRY112,SUP096,4,70000,14000.0,266000,14000,E-Wallet,Apotek Ritel Internal
FKT00646,21-12-2026,PRD072,APT023,PLG034,KRY030,SUP015,1,41500,4200.0,37300,2300,Kredit,Apotek Ritel Internal
FKT00647,10-01-2026,PRD008,APT005,PLG105,KRY068,SUP075,2,36500,11000.0,62000,3000,QRIS,Apotek Ritel Internal
FKT00648,22/06/2026,PRD005,APT042,PLG014,KRY039,SUP086,1,79500,0.0,79500,12000,Debit,Apotek Ritel Internal
FKT00649,2026-12-31,PRD038,APT005,PLG011,KRY001,SUP020,1,81000,0.0,81000,19500,Debit,Apotek Ritel Internal
FKT00650,30-08-2026,PRD069,APT042,PLG065,KRY063,SUP061,2,73500,0.0,147000,16000,Tunai,Apotek Ritel Internal
FKT00651,2026-12-16,PRD100,APT032,PLG093,KRY096,SUP037,1,90000,,90000,23500,Kredit,Apotek Ritel Internal
FKT00652,2026-02-14,PRD012,APT077,PLG031,KRY117,SUP054,3,15500,2300.0,44200,8200,QRIS,Apotek Ritel Internal
FKT00653,27-12-2026,PRD009,APT094,PLG088,KRY039,SUP028,4,77500,0.0,310000,72000,QRIS,Apotek Ritel Internal
FKT00654,18/11/2026,PRD081,APT089,PLG144,KRY045,SUP039,6,50500,6100.0,296900,62900,Tunai,Apotek Ritel Internal
FKT00655,2026-11-17,PRD111,APT051,PLG006,KRY049,SUP013,3,75000,33800.0,191200,0,Debit,Apotek Ritel Internal
FKT00656,24-01-2026,PRD005,APT096,PLG049,KRY095,SUP086,5,79500,8000.0,389500,52000,E-Wallet,Apotek Ritel Internal
FKT00657,13/12/2026,PRD064,APT037,PLG070,KRY021,SUP040,1,32500,600.0,31900,7900,E-Wallet,Apotek Ritel Internal
FKT00658,15-12-2026,PRD057,APT074,PLG067,KRY087,SUP067,5,42500,10600.0,201900,44400,E-Wallet,Apotek Ritel Internal
FKT00659,2026-04-18,PRD028,APT004,PLG038,KRY071,SUP049,6,62000,37200.0,334800,58800,Tunai,Apotek Ritel Internal
FKT00660,2026-11-25,PRD120,APT020,PLG030,KRY001,SUP033,3,25500,1500.0,75000,16500,Debit,Apotek Ritel Internal
FKT00661,09-12-2026,PRD083,APT039,PLG076,KRY045,SUP031,10,36000,18000.0,342000,72000,Debit,Apotek Ritel Internal
FKT00662,23/04/2026,PRD031,APT025,PLG005,KRY069,SUP017,3,26500,0.0,79500,12000,Kredit,Apotek Ritel Internal
FKT00663,01-12-2026,PRD071,APT061,PLG053,KRY105,SUP098,2,73000,0.0,146000,38000,E-Wallet,Apotek Ritel Internal
FKT00664,19-11-2026,PRD087,APT014,PLG060,KRY089,SUP061,2,25000,0.0,50000,5000,QRIS,Apotek Ritel Internal
FKT00665,2026-05-07,PRD066,APT095,PLG047,KRY091,SUP056,1,89000,8900.0,80100,600,Kredit,Apotek Ritel Internal
FKT00666,2026-12-18,PRD006,APT007,PLG063,KRY059,SUP025,6,84500,0.0,507000,66000,E-Wallet,Apotek Ritel Internal
FKT00667,12/03/2026,PRD092,APT061,PLG097,KRY050,SUP048,1,47500,2400.0,45100,4600,Tunai,Apotek Ritel Internal
FKT00668,09-04-2026,PRD014,APT064,PLG004,KRY027,SUP023,8,65000,0.0,520000,64000,Debit,Apotek Ritel Internal
FKT00669,16-05-2026,PRD087,APT089,PLG042,KRY040,SUP061,2,25000,0.0,50000,5000,E-Wallet,Apotek Ritel Internal
FKT00670,21/12/2026,PRD062,APT002,PLG012,KRY082,SUP081,2,38000,0.0,76000,11000,Kredit,Apotek Ritel Internal
FKT00671,2026-05-01,PRD027,APT037,PLG091,KRY021,SUP034,1,30000,0.0,30000,4000,Tunai,Apotek Ritel Internal
FKT00672,08-04-2026,PRD010,APT096,PLG092,KRY010,SUP085,3,48500,0.0,145500,28500,Tunai,Apotek Ritel Internal
FKT00673,23-01-2026,PRD020,APT053,PLG047,KRY043,SUP089,1,40000,800.0,39200,6700,E-Wallet,Apotek Ritel Internal
FKT00674,27-05-2026,PRD010,APT093,PLG095,KRY120,SUP085,1,50000,2500.0,47500,8500,Tunai,Apotek Ritel Internal
FKT00675,18-03-2026,PRD015,APT014,PLG115,KRY089,SUP018,5,21500,2200.0,105300,12800,Debit,Apotek Ritel Internal
FKT00676,06-05-2026,PRD088,APT034,PLG127,KRY055,SUP087,2,61000,2400.0,119600,29600,Debit,Apotek Ritel Internal
FKT00677,12/03/2026,PRD074,APT024,PLG108,KRY081,SUP007,2,80500,0.0,161000,42000,QRIS,Apotek Ritel Internal
FKT00678,2026-11-17,PRD066,APT071,PLG057,KRY012,SUP056,1,88500,0.0,88500,9000,Tunai,Apotek Ritel Internal
FKT00679,05/07/2026,PRD115,APT093,PLG016,KRY117,SUP083,2,62500,0.0,125000,25000,QRIS,Apotek Ritel Internal
FKT00680,2026-10-10,PRD108,APT024,PLG058,KRY081,SUP087,4,56000,33600.0,190400,0,QRIS,Apotek Ritel Internal
FKT00681,13-07-2026,PRD078,APT041,PLG014,KRY111,SUP062,3,44500,0.0,133500,21000,E-Wallet,Apotek Ritel Internal
FKT00682,2026-06-05,PRD006,APT007,PLG146,KRY107,SUP025,5,84500,21100.0,401400,33900,Kredit,Apotek Ritel Internal
FKT00683,2026-03-13,PRD078,APT029,PLG106,KRY093,SUP062,2,46000,1800.0,90200,15200,Debit,Apotek Ritel Internal
FKT00684,2026-04-20,PRD087,APT051,PLG003,KRY053,SUP061,5,26000,13000.0,117000,4500,Kredit,Apotek Ritel Internal
FKT00685,2026-10-11,PRD030,APT058,PLG079,KRY035,SUP084,2,15500,,31000,8000,Tunai,Apotek Ritel Internal
FKT00686,2026-09-25,PRD114,APT077,PLG103,KRY117,SUP057,1,57500,2900.0,54600,4600,E-Wallet,Apotek Ritel Internal
FKT00687,06/11/2026,PRD094,APT045,PLG081,KRY090,SUP075,5,40000,0.0,200000,32500,Debit,Apotek Ritel Internal
FKT00688,28-11-2026,PRD031,APT010,PLG093,KRY110,SUP017,1,26000,0.0,26000,3500,Tunai,Apotek Ritel Internal
FKT00689,25-04-2026,PRD107,APT018,PLG052,KRY017,SUP059,1,79500,11900.0,67600,0,E-Wallet,Apotek Ritel Internal
FKT00690,23/01/2026,PRD091,APT005,PLG081,KRY012,SUP022,8,18000,21600.0,122400,0,Debit,Apotek Ritel Internal
FKT00691,2026-07-23,PRD037,APT037,PLG092,KRY021,SUP054,4,51500,0.0,206000,20000,E-Wallet,Apotek Ritel Internal
FKT00692,21-02-2026,PRD088,APT002,PLG098,KRY109,SUP087,3,60500,0.0,181500,46500,QRIS,Apotek Ritel Internal
FKT00693,2026-12-16,PRD105,APT010,PLG060,KRY108,SUP044,5,53500,0.0,267500,65000,QRIS,Apotek Ritel Internal
FKT00694,14/09/2026,PRD083,APT065,PLG088,KRY033,SUP031,4,35000,0.0,140000,32000,E-Wallet,Apotek Ritel Internal
FKT00695,08-11-2026,PRD025,APT061,PLG020,KRY020,SUP022,3,71000,0.0,213000,49500,Tunai,Apotek Ritel Internal
FKT00696,2026-03-15,PRD036,APT088,PLG023,KRY064,SUP069,1,9500,0.0,9500,1500,Debit,Apotek Ritel Internal
FKT00697,2026-12-12,PRD041,APT007,PLG118,KRY034,SUP060,10,46000,23000.0,437000,97000,Kredit,Apotek Ritel Internal
FKT00698,29/11/2026,PRD113,APT096,PLG125,KRY006,SUP063,2,21000,0.0,42000,11000,E-Wallet,Apotek Ritel Internal
FKT00699,2026-06-17,PRD098,APT095,PLG096,KRY052,SUP046,3,65000,0.0,195000,40500,Tunai,Apotek Ritel Internal
FKT00700,14-11-2026,PRD005,APT082,PLG144,KRY080,SUP086,1,79000,0.0,79000,11500,QRIS,Apotek Ritel Internal
FKT00701,19/10/2026,PRD006,APT037,PLG119,KRY021,SUP025,2,84500,3400.0,165600,18600,Kredit,Apotek Ritel Internal
FKT00702,13-04-2026,PRD088,APT019,PLG085,KRY009,SUP087,2,61500,0.0,123000,33000,Kredit,Apotek Ritel Internal
FKT00703,28-02-2026,PRD003,APT014,PLG121,KRY059,SUP006,3,32000,1900.0,94100,13100,E-Wallet,Apotek Ritel Internal
FKT00704,26-06-2026,PRD049,APT046,PLG014,KRY028,SUP089,5,97500,0.0,487500,130000,Debit,Apotek Ritel Internal
FKT00705,2026-05-03,PRD031,APT008,PLG116,KRY112,SUP017,2,26000,1000.0,51000,6000,Debit,Apotek Ritel Internal
FKT00706,2026-04-05,PRD008,APT090,PLG088,KRY097,SUP075,1,35500,0.0,35500,6000,Kredit,Apotek Ritel Internal
FKT00707,04-09-2026,PRD077,APT014,PLG112,KRY073,SUP083,6,70000,0.0,420000,48000,Tunai,Apotek Ritel Internal
FKT00708,15-10-2026,PRD068,APT008,PLG149,KRY079,SUP067,1,31000,4600.0,26400,1400,Debit,Apotek Ritel Internal
FKT00709,05-11-2026,PRD057,APT031,PLG105,KRY056,SUP067,2,42000,12600.0,71400,8400,QRIS,Apotek Ritel Internal
FKT00710,2026-11-21,PRD116,APT010,PLG056,KRY108,SUP059,2,25500,2600.0,48400,11400,E-Wallet,Apotek Ritel Internal
FKT00711,07/05/2026,PRD116,APT059,PLG004,KRY104,SUP059,5,24500,0.0,122500,30000,Debit,Apotek Ritel Internal
FKT00712,15/09/2026,PRD012,APT050,PLG117,KRY075,SUP054,2,14500,1400.0,27600,3600,Kredit,Apotek Ritel Internal
FKT00713,25-09-2026,PRD039,APT093,PLG118,KRY055,SUP069,2,47500,1900.0,93100,18100,E-Wallet,Apotek Ritel Internal
FKT00714,12/08/2026,PRD098,APT070,PLG112,KRY058,SUP046,4,64000,38400.0,217600,11600,Tunai,Apotek Ritel Internal
FKT00715,15/02/2026,PRD070,APT039,PLG128,KRY045,SUP021,3,22000,,64700,16700,Tunai,Apotek Ritel Internal
FKT00716,2026-12-08,PRD048,APT022,PLG117,KRY086,SUP033,1,44000,6600.0,37400,0,Debit,Apotek Ritel Internal
FKT00717,26-08-2026,PRD094,APT073,PLG102,KRY060,SUP075,8,40000,0.0,320000,52000,Debit,Apotek Ritel Internal
FKT00718,2026-12-04,PRD097,APT082,PLG107,KRY080,SUP039,1,42000,0.0,42000,7000,Tunai,Apotek Ritel Internal
FKT00719,20/03/2026,PRD098,APT051,PLG082,KRY053,SUP046,1,65000,9800.0,55200,3700,QRIS,Apotek Ritel Internal
FKT00720,12-10-2026,PRD022,APT065,PLG014,KRY083,SUP075,2,72000,0.0,144000,39000,QRIS,Apotek Ritel Internal
FKT00721,26-07-2026,PRD059,APT043,PLG026,KRY091,SUP085,5,36000,0.0,180000,30000,E-Wallet,Apotek Ritel Internal
FKT00722,20/07/2026,PRD071,APT025,PLG142,KRY021,SUP098,8,73000,0.0,584000,152000,Tunai,Apotek Ritel Internal
FKT00723,2026-12-05,PRD003,APT073,PLG021,KRY060,SUP006,1,33000,0.0,33000,6000,Kredit,Apotek Ritel Internal
FKT00724,21-11-2026,PRD041,APT024,PLG057,KRY081,SUP060,1,46000,2300.0,43700,9700,Kredit,Apotek Ritel Internal
FKT00725,2026-05-14,PRD031,APT094,PLG006,KRY082,SUP017,10,25500,0.0,255000,30000,E-Wallet,Apotek Ritel Internal
FKT00726,09/06/2026,PRD106,APT010,PLG127,KRY110,SUP072,6,72000,0.0,432000,111000,Kredit,Apotek Ritel Internal
FKT00727,12-01-2026,PRD055,APT063,PLG054,KRY084,SUP010,2,65000,2600.0,127400,19400,Kredit,Apotek Ritel Internal
FKT00728,2026-04-06,PRD075,APT064,PLG009,KRY027,SUP063,10,76500,0.0,765000,175000,E-Wallet,Apotek Ritel Internal
FKT00729,04/11/2026,PRD017,APT077,PLG032,KRY117,SUP097,3,72000,0.0,216000,34500,E-Wallet,Apotek Ritel Internal
FKT00730,04-06-2026,PRD107,APT002,PLG036,KRY082,SUP059,1,81000,8100.0,72900,1400,Debit,Apotek Ritel Internal
FKT00731,2026-05-21,PRD114,APT034,PLG142,KRY084,SUP057,1,58500,2900.0,55600,5600,Kredit,Apotek Ritel Internal
FKT00732,2026-09-20,PRD109,APT024,PLG051,KRY081,SUP029,8,55000,8800.0,431200,75200,E-Wallet,Apotek Ritel Internal
FKT00733,24-05-2026,PRD055,APT089,PLG109,KRY077,SUP010,4,65000,5200.0,254800,38800,E-Wallet,Apotek Ritel Internal
FKT00734,16-07-2026,PRD065,APT035,PLG017,KRY101,SUP039,1,80500,12100.0,68400,5900,Debit,Apotek Ritel Internal
FKT00735,28-10-2026,PRD069,APT088,PLG136,KRY046,SUP061,2,73000,0.0,146000,15000,Debit,Apotek Ritel Internal
FKT00736,08/08/2026,PRD041,APT007,PLG096,KRY048,SUP060,1,46000,0.0,46000,12000,Debit,Apotek Ritel Internal
FKT00737,2026-06-07,PRD053,APT082,PLG060,KRY080,SUP002,2,74000,0.0,148000,17000,QRIS,Apotek Ritel Internal
FKT00738,22-02-2026,PRD082,APT095,PLG020,KRY091,SUP062,3,75000,0.0,225000,45000,Debit,Apotek Ritel Internal
FKT00739,16/11/2026,PRD004,APT026,PLG031,KRY048,SUP043,2,15500,0.0,31000,8000,Kredit,Apotek Ritel Internal
FKT00740,02-05-2026,PRD032,APT065,PLG148,KRY018,SUP033,6,81000,0.0,486000,111000,Kredit,Apotek Ritel Internal
FKT00741,19/01/2026,PRD109,APT004,PLG005,KRY071,SUP029,2,55500,5600.0,105400,16400,Debit,Apotek Ritel Internal
FKT00742,2026-06-12,PRD047,APT056,PLG081,KRY046,SUP096,3,56500,0.0,169500,28500,Kredit,Apotek Ritel Internal
FKT00743,10/09/2026,PRD116,APT012,PLG096,KRY039,SUP059,1,24500,1200.0,23300,4800,QRIS,Apotek Ritel Internal
FKT00744,23-02-2026,PRD100,APT075,PLG058,KRY062,SUP037,1,91000,9100.0,81900,15400,Debit,Apotek Ritel Internal
FKT00745,03-10-2026,PRD112,APT088,PLG067,KRY114,SUP096,4,64500,0.0,258000,58000,Debit,Apotek Ritel Internal
FKT00746,08/02/2026,PRD077,APT082,PLG098,KRY080,SUP083,3,69500,4200.0,204300,18300,Tunai,Apotek Ritel Internal
FKT00747,2026-03-06,PRD015,APT060,PLG106,KRY082,SUP018,2,21500,0.0,43000,6000,QRIS,Apotek Ritel Internal
FKT00748,23-10-2026,PRD056,APT027,PLG124,KRY002,SUP011,1,88500,4400.0,84100,9100,Debit,Apotek Ritel Internal
FKT00749,2026-10-13,PRD028,APT065,PLG053,KRY083,SUP049,1,62000,0.0,62000,16000,Tunai,Apotek Ritel Internal
FKT00750,07-11-2026,PRD055,APT033,PLG136,KRY023,SUP010,4,65000,13000.0,247000,31000,QRIS,Apotek Ritel Internal
FKT00751,08/05/2026,PRD109,APT037,PLG116,KRY021,SUP029,4,55500,0.0,222000,44000,Kredit,Apotek Ritel Internal
FKT00752,26-03-2026,PRD114,APT059,PLG027,KRY104,SUP057,2,57000,5700.0,108300,8300,QRIS,Apotek Ritel Internal
FKT00753,2026-01-09,PRD022,APT002,PLG136,KRY109,SUP075,2,70500,14100.0,126900,21900,Tunai,Apotek Ritel Internal
FKT00754,2026-07-01,PRD015,APT050,PLG131,KRY075,SUP018,1,22000,0.0,22000,3500,Tunai,Apotek Ritel Internal
FKT00755,2026-11-29,PRD110,APT019,PLG049,KRY052,SUP053,1,54000,0.0,54000,12500,Kredit,Apotek Ritel Internal
FKT00756,23-09-2026,PRD076,APT065,PLG029,KRY018,SUP002,1,52500,1000.0,51500,9000,QRIS,Apotek Ritel Internal
FKT00757,2026-02-03,PRD031,APT089,PLG104,KRY051,SUP017,2,26000,2600.0,49400,4400,Debit,Apotek Ritel Internal
FKT00758,12-05-2026,PRD072,APT073,PLG074,KRY060,SUP015,1,42000,4200.0,37800,2800,E-Wallet,Apotek Ritel Internal
FKT00759,02/09/2026,PRD099,APT070,PLG044,KRY058,SUP002,3,63000,0.0,189000,28500,Kredit,Apotek Ritel Internal
FKT00760,14/03/2026,PRD075,APT042,PLG006,KRY023,SUP063,10,76000,0.0,760000,170000,Tunai,Apotek Ritel Internal
FKT00761,01-11-2026,PRD054,APT001,PLG064,KRY072,SUP007,1,53000,1100.0,51900,5400,Debit,Apotek Ritel Internal
FKT00762,2026-04-27,PRD019,APT014,PLG025,KRY040,SUP043,2,40000,0.0,80000,14000,Kredit,Apotek Ritel Internal
FKT00763,2026-06-29,PRD030,APT048,PLG094,KRY106,SUP084,1,15500,0.0,15500,4000,Debit,Apotek Ritel Internal
FKT00764,2026-09-23,PRD099,APT090,PLG124,KRY015,SUP002,1,63500,3200.0,60300,6800,Tunai,Apotek Ritel Internal
FKT00765,2026-03-17,PRD099,APT067,PLG037,KRY044,SUP002,2,63000,2500.0,123500,16500,Kredit,Apotek Ritel Internal
FKT00766,2026-04-07,PRD109,APT036,PLG028,KRY093,SUP029,5,56500,0.0,282500,60000,Kredit,Apotek Ritel Internal
FKT00767,11/06/2026,PRD046,APT040,PLG071,KRY065,SUP085,1,40500,0.0,40500,6500,Debit,Apotek Ritel Internal
FKT00768,2026-11-19,PRD116,APT082,PLG074,KRY080,SUP059,8,25000,20000.0,180000,32000,QRIS,Apotek Ritel Internal
FKT00769,2026-08-27,PRD059,APT028,PLG143,KRY005,SUP085,2,35500,0.0,71000,11000,Debit,Apotek Ritel Internal
FKT00770,08-01-2026,PRD026,APT083,PLG032,KRY068,SUP073,2,65500,0.0,131000,25000,Tunai,Apotek Ritel Internal
FKT00771,26/01/2026,PRD041,APT027,PLG129,KRY002,SUP060,8,47000,0.0,376000,104000,QRIS,Apotek Ritel Internal
FKT00772,2026-08-10,PRD007,APT021,PLG122,KRY105,SUP073,1,32000,600.0,31400,6400,Kredit,Apotek Ritel Internal
FKT00773,24/07/2026,PRD009,APT025,PLG078,KRY077,SUP028,2,78000,0.0,156000,37000,Debit,Apotek Ritel Internal
FKT00774,09-05-2026,PRD013,APT055,PLG078,KRY107,SUP032,1,79500,8000.0,71500,5500,Kredit,Apotek Ritel Internal
FKT00775,04-11-2026,PRD013,APT043,PLG081,KRY065,SUP032,8,80000,0.0,640000,112000,Debit,Apotek Ritel Internal
FKT00776,2026-08-07,PRD116,APT045,PLG144,KRY066,SUP059,8,25000,0.0,200000,52000,QRIS,Apotek Ritel Internal
FKT00777,11/11/2026,PRD090,APT059,PLG096,KRY104,SUP096,3,46000,13800.0,124200,5700,Tunai,Apotek Ritel Internal
FKT00778,15/04/2026,PRD092,APT088,PLG118,KRY108,SUP048,1,47500,0.0,47500,7000,Tunai,Apotek Ritel Internal
FKT00779,2026-06-20,PRD095,APT057,PLG085,KRY111,SUP086,1,73500,1500.0,72000,10500,E-Wallet,Apotek Ritel Internal
FKT00780,2026-01-28,PRD059,APT057,PLG127,KRY018,SUP085,1,36500,700.0,35800,5800,QRIS,Apotek Ritel Internal
FKT00781,04-06-2026,PRD083,APT094,PLG125,KRY080,SUP031,3,34500,0.0,103500,22500,QRIS,Apotek Ritel Internal
FKT00782,06/11/2026,PRD059,APT024,PLG027,KRY081,SUP085,1,36000,0.0,36000,6000,Tunai,Apotek Ritel Internal
FKT00783,2026-03-04,PRD055,APT018,PLG061,KRY116,SUP010,5,66000,0.0,330000,60000,E-Wallet,Apotek Ritel Internal
FKT00784,05-03-2026,PRD072,APT018,PLG062,KRY017,SUP015,2,42500,0.0,85000,15000,Kredit,Apotek Ritel Internal
FKT00785,03-09-2026,PRD075,APT096,PLG127,KRY048,SUP063,3,76500,0.0,229500,52500,Tunai,Apotek Ritel Internal
FKT00786,2026-08-26,PRD048,APT002,PLG118,KRY082,SUP033,3,43500,2600.0,127900,15400,Tunai,Apotek Ritel Internal
FKT00787,27/11/2026,PRD075,APT043,PLG091,KRY018,SUP063,2,77500,0.0,155000,37000,Tunai,Apotek Ritel Internal
FKT00788,2026-03-23,PRD099,APT050,PLG090,KRY075,SUP002,2,63000,,123500,16500,Debit,Apotek Ritel Internal
FKT00789,02-12-2026,PRD040,APT073,PLG036,KRY060,SUP042,4,93500,,374000,60000,Kredit,Apotek Ritel Internal
FKT00790,04-02-2026,PRD072,APT036,PLG121,KRY093,SUP015,3,42000,6300.0,119700,14700,E-Wallet,Apotek Ritel Internal
FKT00791,19/06/2026,PRD115,APT033,PLG104,KRY014,SUP083,1,63500,0.0,63500,13500,Tunai,Apotek Ritel Internal
FKT00792,11-11-2026,PRD087,APT098,PLG061,KRY014,SUP061,6,25000,7500.0,142500,7500,Kredit,Apotek Ritel Internal
FKT00793,04-08-2026,PRD005,APT024,PLG010,KRY081,SUP086,2,79500,3200.0,155800,20800,Tunai,Apotek Ritel Internal
FKT00794,31/03/2026,PRD078,APT036,PLG147,KRY093,SUP062,1,45000,0.0,45000,7500,Debit,Apotek Ritel Internal
FKT00795,14-05-2026,PRD093,APT083,PLG050,KRY068,SUP024,3,98500,44300.0,251200,26200,Tunai,Apotek Ritel Internal
FKT00796,01/05/2026,PRD042,APT039,PLG140,KRY045,SUP042,2,9000,,17100,4100,E-Wallet,Apotek Ritel Internal
